id,year,make,model,trim,vin,is_new,exterior_color,interior_color,engine_cylinders,drive_train,transmission,transmission_desc,epa_city,epa_highway,fuel_type,selling_price,mileage,description,features,comments
89,2021,Honda,CR-V,EX 2WD,7FARW1H58ME021699,False,Cement,,4.0,Front Wheel Drive,,Variable,28.0,34.0,Gasoline Fuel,29995.0,17721.0,"CARFAX One-Owner. Clean CARFAX. Sonic Gray Pearl 2021 Honda CR-V EX FWD CVT 1.5L I4 DOHC 16V **CARFAX 1 OWNER **, **CLEAN CARFAX**, 18 Alloy Wheels, Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Apple CarPlay/Android Auto, Automatic temperature control, Exterior Parking Camera Rear, Forward collision: Collision Mitigation Braking System (CMBS) + FCW mitigation, Front dual zone A/C, Power moonroof, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel.Recent Arrival! Odometer is 11816 miles below market average! 28/34 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",,
90,2023,Chevrolet,Bolt EV,5dr Wgn 2LT,1G1FX6S00P4163894,True,Summit White,Jet Black,,Front Wheel Drive,,Automatic,0.0,0.0,Electric Fuel System,37355.0,3.0,,,
91,2023,Chevrolet,Silverado 1500,"2WD Crew Cab 147"" Custom",1GCPABEK7PZ213812,True,Summit White,Jet Black,4.0,Rear Wheel Drive,Automatic,Automatic,19.0,22.0,Gasoline Fuel,46220.0,5.0,,,
92,2023,Chevrolet,Traverse,FWD 4dr Premier,1GNERKKW7PJ279502,True,Summit White,Jet Black,6.0,Front Wheel Drive,Automatic,Automatic,18.0,27.0,Gasoline Fuel,50330.0,4.0,,,
93,2023,Chevrolet,Trailblazer,FWD 4dr LS,KL79MMS28PB161936,True,Summit White,Jet Black,3.0,Front Wheel Drive,,Variable,29.0,31.0,Gasoline Fuel,26545.0,4.0,,,
94,2023,Chevrolet,Trailblazer,FWD 4dr RS,KL79MTSLXPB158720,True,Sterling Gray Metallic,Jet Black with Red accents,3.0,Front Wheel Drive,,Variable,29.0,33.0,Gasoline Fuel,31215.0,4.0,,,
95,2023,Chevrolet,Silverado 1500,"2WD Crew Cab 147"" LT",1GCPACED5PZ171406,True,Radiant Red Tintcoat,Jet Black,4.0,Rear Wheel Drive,Automatic,Automatic,17.0,21.0,Gasoline Fuel,54335.0,3.0,,,
96,2023,Chevrolet,Equinox,FWD 4dr LS w/1LS,3GNAXHEG2PL272042,True,Sterling Gray Metallic,Medium Ash Gray,4.0,Front Wheel Drive,Automatic,Automatic,26.0,31.0,Gasoline Fuel,29570.0,10.0,,,
97,2023,Chevrolet,Blazer,FWD 4dr Premier,3GNKBFR47PS221164,True,Sterling Gray Metallic,Jet Black,4.0,Front Wheel Drive,Automatic,Automatic,22.0,29.0,Gasoline Fuel,49060.0,9.0,,,
98,2019,GMC,Acadia,FWD 4dr SLT w/SLT-1,1GKKNMLS4KZ278529,False,Ebony Twilight Metallic,Jet Black,4.0,Front Wheel Drive,Automatic,Automatic,18.0,25.0,Gasoline Fuel,27995.0,40319.0,"Clean CARFAX. Ebony Twilight Metallic 2019 GMC Acadia SLT-1 FWD 6-Speed Automatic 3.6L V6 SIDI 1st & 2nd Row All Weather Floor Mats (LPO), 3rd Row All Weather Floor Mats (LPO), All Weather Cargo Mat (LPO), Automatic temperature control, Black Center Caps w/Black GMC Logo (LPO), Black Edition, Black Roof Rails, Bose Premium 8-Speaker System, Dual SkyScape 2-Panel Power Sunroof, Exterior Parking Camera Rear, Front dual zone A/C, Heavy-Duty Cooling System, Interior Protection Package (LPO), Power Liftgate, Preferred Equipment Group 4SA, Premium audio system: GMC Infotainment System, Telescoping steering wheel, Tilt steering wheel, Trailering Package, Wheels: 20 x 8.0 Aluminum w/Black Accents (4).Recent Arrival! Odometer is 17359 miles below market average!If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",,
99,2023,Chevrolet,Trailblazer,FWD 4dr LS,KL79MMS24PB160363,True,Mosaic Black Metallic,Jet Black,3.0,Front Wheel Drive,,Variable,29.0,31.0,Gasoline Fuel,23545.0,5.0,,,
100,2024,Chevrolet,Trax,FWD 4dr LT,KL77LHE21RC040708,True,Mosaic Black Metallic,Jet Black with Blue accents,3.0,Front Wheel Drive,Automatic,Automatic,28.0,32.0,Gasoline Fuel,25990.0,6.0,,,
101,2024,Chevrolet,Trax,FWD 4dr LT,KL77LHE2XRC040738,True,Mosaic Black Metallic,Jet Black with Blue accents,3.0,Front Wheel Drive,Automatic,Automatic,28.0,32.0,Gasoline Fuel,25990.0,6.0,,,
102,2024,Chevrolet,Trax,FWD 4dr LT,KL77LHE29RC040696,True,Mosaic Black Metallic,Jet Black with Blue accents,3.0,Front Wheel Drive,Automatic,Automatic,28.0,32.0,Gasoline Fuel,25990.0,5.0,,,
103,2023,Chevrolet,Silverado 1500,"2WD Crew Cab 147"" LT",2GCPACED7P1147021,True,Black,Jet Black,4.0,Rear Wheel Drive,Automatic,Automatic,17.0,21.0,Gasoline Fuel,55385.0,4.0,,,
104,2024,Chevrolet,Trax,FWD 4dr LT,KL77LHE21RC040711,True,Mosaic Black Metallic,Jet Black with Blue accents,3.0,Front Wheel Drive,Automatic,Automatic,28.0,32.0,Gasoline Fuel,25990.0,5.0,,,
105,2020,Honda,Civic Sedan,LX CVT,2HGFC2F62LH557177,False,Red,,4.0,Front Wheel Drive,,Variable,30.0,38.0,Gasoline Fuel,21995.0,58981.0,"Clean CARFAX. Rallye Red 2020 Honda Civic LX FWD CVT 2.0L I4 DOHC 16V i-VTEC Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Automatic temperature control, Exterior Parking Camera Rear, Forward collision: Collision Mitigation Braking System (CMBS) + FCW mitigation, Lane departure: Lane Keeping Assist System (LKAS) active, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel.30/38 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",,
106,2022,Honda,Civic Sedan,Sport CVT,2HGFE2F5XNH546111,False,Black,,4.0,Front Wheel Drive,,Variable,30.0,37.0,Gasoline Fuel,26995.0,34864.0,"CARFAX One-Owner. Clean CARFAX. Crystal Black Pearl 2022 Honda Civic Sport FWD CVT 2.0L I4 DOHC 16V i-VTEC Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Automatic temperature control, Exterior Parking Camera Rear, Forward collision: Collision Mitigation Braking System (CMBS) + FCW mitigation, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Wheels: 18 Gloss Black Alloy.30/37 City/Highway MPGAwards:* NACTOY 2022 North American Car of the YearIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",,
107,2023,Volkswagen,Atlas Cross Sport,3.6L V6 SEL R-Line Black 4MOTION,1V2SE2CA8PC209603,False,White,,6.0,All Wheel Drive,Automatic,Automatic,18.0,24.0,Gasoline Fuel,49995.0,3131.0,"CARFAX One-Owner. Clean CARFAX. White 2023 Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line AWD 8-Speed Automatic with Tiptronic 3.6L VR6 **CARFAX 1 OWNER **, **CLEAN CARFAX**.Recent Arrival!If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",,
108,2023,Chevrolet,Silverado 1500,"2WD Crew Cab 147"" Custom",1GCPABEK9PZ157212,True,Summit White,Jet Black,4.0,Rear Wheel Drive,Automatic,Automatic,19.0,22.0,Gasoline Fuel,46220.0,3.0,,,
109,2023,Chevrolet,Silverado 1500,"4WD Crew Cab 147"" RST",2GCUDEED7P1149857,True,Sterling Gray Metallic,Jet Black,4.0,Four Wheel Drive,Automatic,Automatic,15.0,20.0,Gasoline Fuel,61645.0,7.0,,,
110,2024,Chevrolet,Trax,FWD 4dr LT,KL77LHE29RC040746,True,Mosaic Black Metallic,Jet Black with Blue accents,3.0,Front Wheel Drive,Automatic,Automatic,28.0,32.0,Gasoline Fuel,25990.0,5.0,,,
111,2023,Chevrolet,Colorado,4WD Crew Cab Trail Boss,1GCPTEEK8P1196044,True,Black,Jet Black,4.0,Four Wheel Drive,Automatic,Automatic,17.0,21.0,Gasoline Fuel,50095.0,115.0,,,
112,2020,Chevrolet,Camaro,2dr Conv 2SS,1G1FH3D79L0136345,False,Black,Jet Black,8.0,Rear Wheel Drive,Manual,Automatic,16.0,27.0,Gasoline Fuel,0.0,62019.0,,,
113,2020,Chevrolet,Traverse,FWD 4dr LS w/1LS,1GNERFKW0LJ104915,False,,,6.0,Front Wheel Drive,Automatic,9-Speed A/T,18.0,27.0,Gasoline Fuel,0.0,0.0,,,
